Country Name,Country Code,Series Name,Series Code,2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Bangladesh,BGD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.21995504350196,0.232135396844242,0.251721897657564,0.263586594582306,0.285933318249804,0.305030148225566,0.340233253415489,0.361557397209346,0.387829234655971,0.408788178786231,0.42518945677671,0.46351707533422,0.50773927054082,0.541787825904309,0.586157624560863,0.559733655592985,0.510647559277094,..,..,..
Barbados,BRB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.76788141747826,4.92101366721464,4.98326707959693,5.03602953095298,5.93834247253654,5.84277788532129,5.39294021717368,5.50390945456393,5.31367103914959,5.19917649395915,4.62018861737053,4.56543549947318,4.63224343170081,4.22645037197291,4.54138182546266,4.16614319366122,3.90487115816925,..,..,..
Belarus,BLR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.72996540853549,5.84282870865483,6.12124572771216,5.99593994448043,6.32155697138482,6.01576102812717,6.47878137074492,6.16444733752901,6.3236304726789,6.34224947425193,6.29006780430576,5.799689168547,5.82946357939628,5.94640716888454,6.27957941620664,6.12342695003417,5.84240729590088,..,..,..
Belgium,BEL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,10.8770089098723,10.5892027545238,10.2466752332537,9.77872516634198,9.96411475547137,9.25341219597882,9.80881615729526,8.74124771793825,8.57803036878231,8.65194718679944,8.06155236787537,8.43483650630165,8.3106603919614,8.13943859065518,8.18436667928584,8.09379074556662,7.39813065774681,..,..,..
Belize,BLZ,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.50517403574788,1.55256353098529,1.5973456078191,1.65425526545144,1.47511540185363,1.69334534377775,1.64914655423991,1.74001177405944,1.38047048142907,1.32699716845379,1.37284118807385,1.875949993192,1.77314715242858,1.71633844240485,1.64892976606136,1.89208291034323,1.74110771521393,..,..,..
Benin,BEN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.335218430325513,0.355804505818145,0.413132505759208,0.462339326907855,0.451087855355473,0.481569175037509,0.510824490694717,0.478348573672836,0.443845154791085,0.453634928841865,0.488570533867478,0.503586323811604,0.598485713029697,0.592940505290305,0.636814493777282,0.60823677321991,0.631204805964476,..,..,..
Bermuda,BMU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bhutan,BTN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.482329755335074,0.596119839052769,0.590410836823812,0.584949839645312,0.612726300024502,0.568786746894699,0.699034465554289,1.04327444061733,1.15635551796102,1.24573151741898,1.37487658839394,1.40204016284708,1.63838876655361,1.73186566700303,1.90828976926791,1.86720072342627,1.34005431673023,..,..,..
Bolivia,BOL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.01802473644732,1.05391821261955,1.12284170571674,1.22616760606775,1.28880928502976,1.35011163213736,1.43811128924503,1.53821869932666,1.60468176145447,1.68698792155035,1.78421940046278,1.8036741828399,1.8936936513003,1.89131542884796,1.88518817031758,1.85346150629409,1.53946469560316,..,..,..
Bosnia and Herzegovina,BIH,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.75868361470096,3.96292696890333,4.41345994146009,4.71284540739284,5.26480755654016,5.30970279156727,5.46891071526031,6.34178452220087,5.97658267775681,6.03937627554934,5.46245548950622,5.56957873339682,6.42249063914649,6.59666334014239,6.65145351838121,6.28566395622831,6.31230587447531,..,..,..
Botswana,BWA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.1356204799673,2.260452333492,2.1189876725511,2.1961619276687,2.18834067313632,2.04323383587189,1.61197018259147,1.81971399746115,1.5695025110036,2.44513272580164,3.09192452937034,3.01483577574071,2.81808659692843,3.05495453485661,3.28847103849256,2.8796632558601,2.2634631138367,..,..,..
Brazil,BRA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.77844124428615,1.77566292246976,1.77747795657257,1.847975735626,1.93921527398251,1.79932814185315,2.02660566892286,2.11062775987293,2.2714176835721,2.4134465369818,2.51459195963426,2.36536062099671,2.16125984748939,2.18548661863967,2.06426147881772,2.05077012882977,1.94252335631484,..,..,..
British Virgin Islands,VGB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Brunei Darussalam,BRN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,14.1568713397566,13.610767976396,20.1733868371923,18.8600335843358,20.5750348442928,20.1744250097999,18.1056575761325,18.2629898432402,17.9510321320893,17.5097521994064,16.9931550247686,15.1806794372587,16.358211618004,16.9430783961922,17.3623104307419,16.111932938856,21.7058124398664,..,..,..
Bulgaria,BGR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.12499125291893,6.26527946570375,6.44055496747674,6.97101972105159,6.67853087882768,5.76373544669494,6.04962491881996,6.75495160259586,6.16257736225904,5.45906018005221,5.82153390574504,6.2073775238782,5.83441898521035,6.20201084038645,5.82177716644055,5.61371010274005,4.92328037940501,..,..,..
Burkina Faso,BFA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.0843255941907382,0.0829691166706675,0.0978245547958745,0.114034801207882,0.125648814327492,0.123328900112728,0.129944787580944,0.132533051498824,0.157359014386809,0.167097517816553,0.164943646730665,0.203109100380761,0.207403201722726,0.233173679706721,0.252428280421403,0.26950158887331,0.253533188747507,..,..,..
Burundi,BDI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.0224141689005934,0.0217895175909076,0.0250189666226615,0.0241799187348301,0.0240030664007927,0.0227456280973839,0.0354239062608714,0.0379981118333185,0.0371804176191894,0.0361000266316517,0.0347596973886301,0.0341936179122354,0.0405380853018533,0.0474291236691765,0.057850230113233,0.0595713389942667,0.0583840218352736,..,..,..
Cabo Verde,CPV,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.854941500216818,0.916142987295745,1.03972065650532,0.911372943714796,0.932130988211688,0.990229579666355,1.03738977613716,1.07445959497347,0.984520402199811,0.929732933288884,0.909030977373113,0.905343682877975,0.972252567183745,1.0349515181767,1.04113781114212,1.06961509800184,1.06515172319099,..,..,..
Cambodia,KHM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.182677644944201,0.200617774410201,0.219843343625088,0.266918394892055,0.290844275283909,0.335199714038263,0.357906397952816,0.368035016057832,0.383718004901722,0.382514750478394,0.456727603783544,0.546949078655501,0.708268456939398,0.799744091997512,0.845896953293299,1.11633042620485,1.13758365931038,..,..,..
Cameroon,CMR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.304746027031174,0.290376286289728,0.286834797138897,0.335938254203707,0.340494883097112,0.364009537832529,0.352871883318855,0.332610017187744,0.326477590782042,0.347933813621414,0.368742288253346,0.369370823329051,0.378493591541366,0.372071194814649,0.388794447700892,0.370691707164993,0.37478265803136,..,..,..
Canada,CAN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,16.7951576901417,17.0281072956225,16.5952042346131,17.3807042293862,16.5593366414317,15.5039646216605,15.7940671592831,15.9983215693798,15.7371988536414,15.8416956966325,15.8536844177013,15.6492103599944,15.4212605020165,15.5472632085172,15.6334755946572,15.0458384898173,13.5916963421093,..,..,..
Cayman Islands,CYM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.0549677799383642,0.0532451505571377,0.0545600360659769,0.0543472174704593,0.0383682695753725,0.0368492772546631,0.0375101903041308,0.0410395387003695,0.0413130857313568,0.0251122973629173,0.0271738337653223,0.0382625562500039,0.0420865723239598,0.0445090109733524,0.0449675942827757,0.0451882048419334,0.044282072685485,..,..,..
Chad,TCD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.0804181368643667,0.0796200944086824,0.07864464179353,0.0817422352570441,0.0925967305614442,0.096919588925941,0.100044330567654,0.0814813200159445,0.0967259186386791,0.112528284150601,0.108278189161726,0.104563037463065,0.10072718438851,0.0986485114163678,0.0998063984014571,0.0981963885605548,0.0942281870969025,..,..,..
Channel Islands,CHI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Chile,CHL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.43190265230929,3.46014367204439,3.49859730051134,3.91463436960953,4.0807703429627,3.88812820095611,4.10188399757659,4.45280082368416,4.52160278209186,4.74008312428523,4.3285934591455,4.60323610513279,4.78352570264377,4.74380241866313,4.62965705867727,4.82762007480769,4.39515106359663,..,..,..
China,CHN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.94515487143877,4.46769636118185,4.91027619715946,5.30636800631315,5.43507909606652,5.79831993750282,6.33541976743751,6.90134732553428,7.04520023039603,7.32015492503154,7.30471287157582,7.14513153508327,7.10547993572515,7.22616015441748,7.53319313353674,7.64543578560038,7.75613790659769,..,..,..
Colombia,COL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.35921378531275,1.37815501028636,1.36051065966753,1.3787719381779,1.37618781817215,1.41424194119423,1.43131795380357,1.53989837625496,1.53384649831834,1.68098788159418,1.71582096359122,1.71939023077553,1.75379580314977,1.56507517599547,1.61039151744768,1.57782014077396,1.55225942282078,..,..,..
Comoros,COM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.263613431207563,0.248024660737696,0.284623704639648,0.18122901804023,0.181263602713394,0.218523781582056,0.255783325000305,0.223856874868484,0.233875244137415,0.274809727864019,0.240550116706688,0.254582205813075,0.292000343056851,0.366303251827578,0.389920045136433,0.412396679587249,0.407112182850678,..,..,..
"Congo, Dem. Rep.",COD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.0353859075208271,0.0390573006692614,0.0391013406100515,0.0410154869290338,0.0410170493286043,0.0389418230200258,0.0399736368901706,0.0439433708048075,0.0398223214302063,0.0539000662686987,0.0675486326218718,0.0410822170168305,0.029732419887336,0.0337552149879134,0.0323112350811435,0.0337148799163223,0.0325847808481787,..,..,..
"Congo, Rep.",COG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.991952609813345,1.17435858201244,1.25296493373365,1.04913418474551,1.06626268277451,1.13655123166942,1.22205762926656,1.17445818434384,1.11616022635727,1.10015273196348,1.04656126835517,1.11662104744781,1.0599164344115,1.01776241731516,1.14258944301682,1.25766214248646,1.25459166977367,..,..,..
Costa Rica,CRI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.39757336343115,1.45367568706039,1.49765701301822,1.71226744750417,1.66935403797623,1.5775366322261,1.53723769279563,1.5878028840627,1.57216378945795,1.62342547847402,1.61681138693653,1.53984215693524,1.61952841186564,1.63671577915361,1.62012119663525,1.56482445188662,1.35999554957394,..,..,..
Cote d'Ivoire,CIV,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.294749452181012,0.309775086892795,0.293837436901418,0.285492261967837,0.319825943398114,0.291675665867515,0.300690689914348,0.28374179853428,0.365172194338829,0.386857284358351,0.399942510628685,0.415553147784264,0.396202600337942,0.425136558186376,0.399890358464121,0.414528305155615,0.406347356890383,..,..,..
Croatia,HRV,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.90003716953956,4.97547066281993,5.00985929769698,5.30646136841834,5.04124992313859,4.71661934771151,4.52977084699612,4.4450549476221,4.07797621028232,3.99714358826503,3.83079514409838,3.94953949039919,4.04297771940008,4.22057683649365,4.02006632837905,4.06451947763153,3.86070539173057,..,..,..
Cuba,CUB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.25961119592948,2.34017723811087,2.37821507322414,2.45588087972843,2.37190985339653,2.39113335463347,2.48972203595315,2.44154421168434,2.53693202667895,2.54997116568281,2.35413332090837,2.57584418337596,2.39608281140947,2.31478144967474,2.35469857464228,2.15774090266798,2.15276967847473,..,..,..
Curacao,CUW,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
